@relation 'Instances-weka.filters.unsupervised.attribute.Remove-R44-46-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Remove-R16-17,20-21,30,32,34,38-weka.filters.unsupervised.attribute.Remove-R33-weka.filters.unsupervised.attribute.Remove-R12-13'

@attribute num-of-chars numeric
@attribute num-of-words numeric
@attribute avg-word-length numeric
@attribute min-word-length numeric
@attribute med-word-length numeric
@attribute max-word-length numeric
@attribute num-of-puncts numeric
@attribute avg-isbl-lemma-freq numeric
@attribute avg-wlst-word-freq numeric
@attribute max-isbl-lemma-freq numeric
@attribute max-wlst-word-freq numeric
@attribute med-isbl-lemma-freq numeric
@attribute med-wlst-word-freq numeric
@attribute affix-5 numeric
@attribute affix-6 numeric
@attribute affix-1 numeric
@attribute affix-2 numeric
@attribute affix-14 numeric
@attribute affix-17 numeric
@attribute affix-13 numeric
@attribute affix-15 numeric
@attribute affix-12 numeric
@attribute affix-11 numeric
@attribute affix-10 numeric
@attribute affix-20 numeric
@attribute affix-22 numeric
@attribute affix-18 numeric
@attribute affix-16 numeric
@attribute affix-19 numeric
@attribute affix-26 numeric
@attribute affix-27 numeric
@attribute class {YNET,ISRAEL_HAYOM,HAARETZ,MAARIV,NRG,MAKO,WALLA}

@data
{0 47,1 8,2 4.625,3 2,4 5,5 6,6 3,7 6.832765,8 5.14283,9 9.511777,10 13.74098,11 8.445912,12 5.147494,13 3,14 1,16 1,17 2,19 1,30 1,31 ISRAEL_HAYOM}
{0 58,1 10,2 4.7,3 2,4 5,5 7,6 2,7 7.073296,8 5.673666,9 10.739934,10 13.74098,11 7.85205,12 5.433722,13 1,16 1,19 1,21 1,27 1,30 2,31 HAARETZ}
{0 56,1 10,2 4.2,3 2,4 4,5 5,6 5,7 5.949192,8 3.006571,9 13.185866,10 7.729296,11 7.086738,12 1.098612,13 1,14 1,19 1,23 2,27 1,31 MAARIV}
{0 56,1 9,2 4.888889,3 2,4 5,5 8,6 4,7 5.239517,8 2.727821,9 10.536141,10 6.790097,11 4.127134,12 1.098612,14 2,15 1,17 1,20 2,30 2,31 MAKO}
{0 40,1 7,2 4.857143,3 3,4 5,5 8,7 4.402362,8 5.2688,9 9.071997,10 8.639057,11 1.609438,12 5.480639,14 2,16 1,27 2,31 NRG}
{0 41,1 7,2 4.857143,3 3,4 5,5 7,6 1,7 8.443171,8 5.142903,9 11.097607,10 9.590009,11 8.009363,12 5.560682,14 1,16 1,30 1,31 WALLA}
{0 41,1 7,2 4.285714,3 2,4 4,5 6,6 5,7 5.546579,8 4.719095,9 9.635543,10 13.743392,11 7.672758,12 3.912023,13 1,16 1,21 1,30 1}
{0 65,1 10,2 5.2,3 2,4 5,5 11,6 4,7 4.031412,8 5.074643,9 9.636588,10 13.743392,11 1.609438,12 4.762174,14 1,16 1,19 2,30 1,31 MAARIV}
{0 53,1 10,2 4.3,4 5,5 7,6 1,7 7.810649,8 6.464578,9 10.727268,10 13.74098,11 8.117014,12 6.84588,13 2,14 3,30 1,31 MAKO}
{0 34,1 5,2 5.4,3 3,4 5,5 8,6 3,7 6.873916,8 2.905349,9 12.164834,10 7.567346,11 8.498214,12 1.098612,13 2,16 1,23 1,27 1}
{0 71,1 12,2 4.916667,3 2,4 5,5 9,6 1,7 6.818283,8 6.300653,9 9.69048,10 12.449066,11 8.055792,12 5.762051,13 1,16 1,20 1,23 2,30 2,31 HAARETZ}
{0 36,1 6,2 5.166667,3 4,4 5,5 6,7 6.274741,8 3.245853,9 9.851878,10 5.937536,11 7.909857,12 4.442651,14 1,16 1,20 1,23 1,27 1,30 1,31 NRG}
{0 31,1 5,2 5.2,3 3,4 5,5 8,6 1,7 7.471699,8 4.661732,9 12.164834,10 9.189219,11 7.32449,12 2.833213,13 1,14 1,16 1,17 1}
{0 57,1 9,2 5.333333,3 2,4 5,5 9,6 1,7 6.370831,8 4.402818,9 12.164834,10 11.8903,11 7.32449,12 2.995732,13 4,16 1,20 1,23 1,27 1,31 MAKO}
{0 45,1 8,2 4.25,4 5,5 7,6 4,7 7.941143,8 4.038734,9 11.675121,10 9.475777,11 8.021256,12 5.560682,13 1,14 1,30 1,31 WALLA}
{0 57,1 10,2 4.7,3 4,4 4,5 6,6 1,7 5.186913,8 3.304829,9 8.757626,10 6.437752,11 6.792344,12 3.218876,14 2,16 1,19 1,30 2,31 MAARIV}
{0 60,1 11,2 4.454545,3 2,4 5,5 7,6 1,7 8.871606,8 6.64979,9 10.73134,10 13.74098,11 8.388223,12 5.877736,13 3,14 1,16 1,17 2,19 2,31 HAARETZ}
{0 63,1 10,2 5,3 2,4 6,5 7,6 4,7 6.293443,8 4.21273,9 11.195334,10 13.743392,11 6.614726,12 3.218876,14 4,17 1,18 1,19 3,20 1,22 1,23 1,24 2,26 2,27 4,28 1,30 1,31 MAARIV}
{0 45,1 8,2 4.75,3 2,4 5,5 6,7 5.877749,8 5.544517,9 10.478076,10 13.74098,11 7.392648,12 5.17615,14 2,16 2,31 NRG}
{0 45,1 8,2 4.375,3 3,4 5,5 6,6 3,7 6.58553,8 4.483623,9 10.770651,10 9.625492,11 8.729882,12 4.75359,19 2,31 WALLA}
{0 40,1 8,2 3.75,3 2,4 4,5 6,6 3,7 5.814517,8 6.539423,9 12.724125,10 13.743392,11 6.828712,12 8.310169,13 1,19 1,31 ISRAEL_HAYOM}
{0 51,1 8,2 5.125,3 3,4 6,5 7,6 3,7 6.7651,8 3.797862,9 10.474043,10 8.287277,11 8.590444,12 3.178054,14 2,17 1,19 2,20 1,27 1,29 1,30 1,31 MAARIV}
{0 41,1 7,2 4.714286,3 2,4 5,5 6,6 2,7 5.824125,8 6.427157,9 10.231459,10 13.743392,11 6.575076,12 6.565265,19 1,20 1,23 1,24 1,30 1}
{0 71,1 11,2 5.272727,3 2,4 5,5 9,6 3,7 6.441291,8 4.64494,9 10.76145,10 12.228685,11 8.064007,12 4.219508,13 3,14 1,19 1,20 2,23 1,27 1,30 2,31 MAARIV}
{0 46,1 8,2 4.75,3 3,4 5,5 7,6 1,7 7.285735,8 3.7478,9 11.735277,10 6.861711,11 8.298291,12 4.543295,13 1,14 1,22 1,23 1,31 NRG}
{0 28,1 6,2 3.666667,4 4,5 7,6 1,7 6.109256,8 3.279882,9 8.627302,10 6.562444,11 8.064007,12 4.174387,30 2,31 ISRAEL_HAYOM}
{0 59,1 9,2 5.444444,3 4,4 5,5 7,6 2,7 4.978012,8 4.154863,9 8.334231,10 7.161622,11 4.867534,12 5.83773,13 2,14 2,15 1,17 2,20 1,23 1,30 1,31 HAARETZ}
{0 54,1 9,2 4.777778,3 2,4 5,5 6,6 3,7 7.152422,8 5.202351,9 10.143803,10 12.228685,11 8.445912,12 5.375278,13 1,14 2,16 1,17 1,19 1,23 1,27 1,30 1,31 MAARIV}
